0,4
0,56
0,84
0,84
0,95
0,121
0,131
0,132
0,132
0,132
0,137
1,9
1,22
1,24
1,30
1,51
1,55
1,88
1,88
1,102
1,103
1,104
1,106
1,109
1,121
1,121
1,135
2,67
2,76
2,90
2,97
2,113
2,129
2,129
2,137
2,137
3,0
3,0
3,9
3,18
3,18
3,20
3,20
3,29
3,29
3,30
3,41
3,49
3,49
3,53
3,55
3,58
3,62
3,62
3,63
3,63
3,74
3,75
3,82
3,86
3,95
3,115
3,123
3,123
3,123
4,16
4,25
4,88
4,117
4,121
4,128
4,128
4,129
5,21
5,24
5,35
5,35
5,45
5,64
5,74
5,88
5,88
5,92
5,99
5,100
5,106
5,115
5,117
6,24
6,35
6,35
6,40
6,68
6,74
6,108
6,112
6,114
6,117
6,129
6,129
6,130
6,132
6,132
6,132
6,134
7,0
7,8
7,9
7,9
7,9
7,20
7,25
7,26
7,46
7,53
7,57
7,85
8,24
8,28
8,33
8,46
8,46
8,50
8,63
8,86
8,87
8,92
8,94
8,94
8,95
8,96
8,97
8,99
8,113
8,120
8,120
8,121
8,122
8,123
8,123
8,123
8,126
8,126
8,137
8,137
9,20
9,25
9,26
9,41
9,46
9,50
9,70
9,72
9,72
9,87
9,88
9,138
10,7
10,14
10,18
10,19
10,35
10,37
10,39
10,40
10,56
10,59
10,60
10,75
10,93
10,106
10,106
10,108
10,108
10,109
10,109
10,109
10,111
10,111
10,112
10,112
10,113
10,113
10,113
10,115
10,138
11,9
11,25
11,33
11,43
11,91
11,103
11,123
11,132
11,132
11,134
12,0
12,2
12,4
12,4
12,4
12,31
12,38
12,60
12,74
12,76
12,76
12,98
12,99
12,110
12,116
12,117
12,117
12,118
12,118
12,119
12,119
12,120
12,123
12,123
12,123
12,123
12,128
12,137
12,137
12,138
13,9
13,24
13,24
13,26
13,26
13,28
13,29
13,29
13,41
13,48
13,54
13,80
13,88
13,88
13,89
13,93
13,100
13,121
13,123
13,127
14,5
14,19
14,33
14,58
14,60
14,62
14,64
14,65
14,69
14,78
14,93
14,93
14,93
14,98
14,123
14,123
14,123
14,123
14,138
15,17
15,25
15,25
15,27
15,33
15,56
15,56
15,65
15,66
15,68
15,72
15,88
15,125
15,125
15,127
16,5
16,9
16,11
16,11
16,34
16,34
16,48
16,48
16,50
16,54
16,54
16,54
16,61
16,65
16,111
16,111
16,114
16,117
16,117
17,5
17,5
17,24
17,24
17,32
17,38
17,38
17,47
17,52
17,56
17,77
17,83
17,83
17,91
17,103
17,109
17,120
17,125
17,125
18,28
18,38
18,38
18,56
18,81
18,114
18,114
18,134
19,5
19,5
19,13
19,24
19,32
19,62
19,66
19,68
19,68
19,79
19,83
19,99
19,99
19,123
20,1
20,13
20,25
20,28
20,29
20,31
20,38
20,38
20,48
20,68
20,72
20,72
20,82
20,83
20,83
20,87
20,87
20,89
20,90
20,90
20,93
20,98
20,110
20,122
21,18
21,19
21,19
21,24
21,36
21,40
21,42
21,42
21,42
21,44
21,44
21,44
21,48
21,48
21,48
21,48
21,53
21,64
21,70
21,72
21,83
21,83
21,89
21,103
21,103
21,103
21,104
21,107
